"subj","item","condition","sentence","rt","Verb","Experiment","Attractor","Grammaticality","Accuracy"
"32",60,4,"The museum with the sculptures always have",631.317138672,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",43,3,"The office with the computer still have",848.418951035,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"32",38,2,"The picture of the politicians apparently is",865.025997162,"Auxiliary","Experiment 1","Plural","Grammatical",0
"32",12,4,"The check from the stockbrokers always were",581.932067871,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",20,4,"The map with the creeks always were",864.893913269,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",36,4,"The courier with the messages usually are",847.764015198,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",48,4,"The story about the goats always have",663.845062256,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",14,2,"The entrance to the laboratories unexpectedly was",764.971971512,"Auxiliary","Experiment 1","Plural","Grammatical",0
"32",39,3,"The composer of the opera never are",865.368127823,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"32",21,1,"The record from the singer frequently is",715.245962143,"Auxiliary","Experiment 1","Singular","Grammatical",0
"32",32,4,"The office of the accountants apparently are",965.388059616,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",59,3,"The friend of the nurse frequently have",748.435020447,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"32",57,1,"The contract for the actor rarely has",748.333930969,"Auxiliary","Experiment 1","Singular","Grammatical",1
"32",49,1,"The lane for the bus apparently has",1081.60018921,"Auxiliary","Experiment 1","Singular","Grammatical",1
"32",5,1,"The problem with the school unfortunately was",965.835094452,"Auxiliary","Experiment 1","Singular","Grammatical",1
"32",2,2,"The label on the bottles usually was",731.307983398,"Auxiliary","Experiment 1","Plural","Grammatical",0
"32",44,4,"The demonstrator at the rallies repeatedly have",848.301887512,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",26,2,"The light in the hallways unexpectedly is",1148.20981026,"Auxiliary","Experiment 1","Plural","Grammatical",0
"32",56,4,"The helicopter of the executives never have",665.076971054,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",29,1,"The principal of the school rarely is",814.889907837,"Auxiliary","Experiment 1","Singular","Grammatical",0
"32",47,3,"The dream about the castle frequently have",865.427017212,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"32",6,2,"The car near the garages frequently was",847.980976105,"Auxiliary","Experiment 1","Plural","Grammatical",0
"32",55,3,"The advertisement for the club always have",781.558036804,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"32",7,3,"The typo in the book always were",681.572198868,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"32",8,4,"The neighborhood with the museums always were",1065.17696381,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"32",51,3,"The proposal about the park supposedly have",1698.83418083,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"32",25,1,"The leader of the riot frequently is",781.789064407,"Auxiliary","Experiment 1","Singular","Grammatical",1
"32",19,3,"The argument about the bill never were",581.743001938,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"32",22,2,"The manager of the archives probably is",898.909091949,"Auxiliary","Experiment 1","Plural","Grammatical",0
"32",27,3,"The worker at the factory never are",597.989797592,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"32",53,1,"The paper from the student clearly has",831.199884415,"Auxiliary","Experiment 1","Singular","Grammatical",1
"32",30,2,"The memo for the executives suddenly is",2599.75004196,"Auxiliary","Experiment 1","Plural","Grammatical",1
"32",1,1,"The slogan on the poster really was",948.10795784,"Auxiliary","Experiment 1","Singular","Grammatical",1
"32",46,2,"The assistant to the politicians sometimes has ",597.664833069,"Auxiliary","Experiment 1","Plural","Grammatical",0
"32",4,4,"The picture on the postcards frequently were",1048.26402664,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",52,4,"The claim by the judges needlessly have",1165.16900063,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"32",40,4,"The teacher with the certificates frequently are",898.039102554,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"32",16,4,"The student with the backpacks probably were",948.048114777,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"32",45,1,"The volunteer in the village frequently has",729.475975037,"Auxiliary","Experiment 1","Singular","Grammatical",1
"32",28,4,"The advisor of the students carefully are",1348.66118431,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"32",18,2,"The paint on the fences often was",630.651950836,"Auxiliary","Experiment 1","Plural","Grammatical",0
"32",3,3,"The wall with the advertisement often were",1064.54491615,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"32",35,3,"The assistant in the lab rarely are",997.967004776,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"32",11,3,"The warning from the expert never were",898.586988449,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"32",34,2,"The input from the consultants always is",698.173999786,"Auxiliary","Experiment 1","Plural","Grammatical",1
"32",50,2,"The announcement about the games never has",798.164844513,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",28,1,"The advisor of the student carefully is",832.023859024,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",54,3,"The envelope for the application always have",981.069087982,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",11,4,"The warning from the experts never were",965.018033981,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",43,4,"The office with the computers still have",1164.59107399,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"33",20,1,"The map with the creek always was",1165.610075,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",13,2,"The door to the offices unfortunately was",982.72395134,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",60,1,"The museum with the sculpture always has",898.420095444,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",4,1,"The picture on the postcard frequently was",981.739997864,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",18,3,"The paint on the fence often were",1098.55103493,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",19,4,"The argument about the bills never were",865.224123001,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",33,2,"The actor in the films sometimes is",966.368198395,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",59,4,"The friend of the nurses frequently have",1398.76008034,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"33",39,4,"The composer of the operas never are",1215.04116058,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",17,2,"The paycheck for the maids always was",1849.36881065,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",23,4,"The pamphlet from the agencies foolishly are",1214.99085426,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",3,4,"The wall with the advertisements often were",1348.66690636,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",35,4,"The assistant in the labs rarely are",1983.38890076,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"33",51,4,"The proposal about the parks supposedly have",1165.16208649,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"33",41,2,"The editor of the books hardly has",1399.28197861,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",10,3,"The letter from the lawyer supposedly were",965.229034424,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",58,3,"The bill from the accountant always have",1316.4999485,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"33",56,1,"The helicopter of the executive never has",1782.14406967,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",52,1,"The claim by the judge needlessly has",1081.82096481,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",16,1,"The student with the backpack probably were",1449.54013824,"Auxiliary","Experiment 1","Singular","Grammatical",0
"33",50,3,"The announcement about the game never have",931.085109711,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",27,4,"The worker at the factories never are",815.023183823,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",6,3,"The car near the garage frequently were",1314.85486031,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"33",46,3,"The assistant to the politician sometimes have",1899.25694466,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",40,1,"The teacher with the certificate frequently is",1115.88191986,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",47,4,"The dream about the castles frequently have",1599.40505028,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"33",2,3,"The label on the bottle usually were",1098.22392464,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",14,3,"The entrance to the laboratory unexpectedly were",1248.50606918,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",25,2,"The leader of the riots frequently is",1049.07298088,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",57,2,"The contract for the actors rarely has",966.174125671,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",32,1,"The office of the accountant apparently is",781.227827072,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",5,2,"The problem with the schools unfortunately was",1215.53587914,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",36,1,"The courier with the message usually is",881.815910339,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",34,3,"The input from the consultant always are",1065.23394585,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",24,1,"The service by the preacher potentially is",948.446035385,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",38,3,"The picture of the politician apparently are",1280.98583221,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",22,3,"The manager of the archive probably are",847.375869751,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",7,4,"The typo in the books always were",931.322097778,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",37,2,"The star of the musicals always is",1147.99404144,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",15,4,"The apartment with the leaks allegedly were",1097.97692299,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",45,2,"The volunteer in the villages frequently has",1065.27996063,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",1,2,"The slogan on the posters really was",981.760978699,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",21,2,"The record from the singers frequently is",798.976898193,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",55,4,"The advertisement for the clubs always have",863.723993301,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"33",26,3,"The light in the hallway unexpectedly are",1565.59109688,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",9,2,"The memo from the accountants usually was",882.884979248,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",30,3,"The memo for the executive suddenly are",998.90089035,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",49,2,"The lane for the buses apparently has",698.283910751,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",31,4,"The soldier by the tanks impatiently are",914.589881897,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"33",44,1,"The demonstrator at the rally repeatedly has",848.409175873,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",53,2,"The paper from the students clearly has",831.477880478,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",8,1,"The neighborhood with the museum always was",881.376028061,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",48,1,"The story about the goat always has",848.234891891,"Auxiliary","Experiment 1","Singular","Grammatical",1
"33",29,2,"The principal of the schools rarely is",865.191221237,"Auxiliary","Experiment 1","Plural","Grammatical",1
"33",42,3,"The applicant for the award supposedly have",831.265926361,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"33",12,1,"The check from the stockbroker always was",747.671842575,"Auxiliary","Experiment 1","Singular","Grammatical",1
"34",1,3,"The slogan on the poster really were",780.627965927,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"34",41,3,"The editor of the book hardly have",697.622060776,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"34",56,2,"The helicopter of the executives never has",914.89315033,"Auxiliary","Experiment 1","Plural","Grammatical",1
"34",58,4,"The bill from the accountants always have",747.450828552,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"34",16,2,"The student with the backpacks probably was",614.947795868,"Auxiliary","Experiment 1","Plural","Grammatical",1
"34",2,4,"The label on the bottles usually were",982.256889343,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"34",43,1,"The office with the computer still has",664.66999054,"Auxiliary","Experiment 1","Singular","Grammatical",1
"34",37,3,"The star of the musical always are",681.42080307,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"34",39,1,"The composer of the opera never is",731.117010117,"Auxiliary","Experiment 1","Singular","Grammatical",1
"34",6,4,"The car near the garages frequently were",931.697130203,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"34",18,4,"The paint on the fences often were",764.636039734,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"34",44,2,"The demonstrator at the rallies repeatedly has",781.230926514,"Auxiliary","Experiment 1","Plural","Grammatical",1
